"financial_summary_cost_id","actual_units","actual_labor_cost","actual_material_cost","actual_machine_cost","actual_overhead_cost","budget_units","budget_labor_cost","budget_material_cost","budget_machine_cost","budget_overhead_cost","location_id","machine_type_id","sales_class_id","report_begin_date_id","report_end_date_id"
"201301021006",0,"0","0.00","0","0.00",1521846,"636408","66586.91","173466","62393.96",10,6,2,20130101,20130131
"201301021007",0,"0","0.00","0","0.00",1582121,"451121","114167.20","318707","139781.82",10,7,2,20130101,20130131
"201301021101",0,"0","0.00","0","0.00",1484935,"473039","128477.95","227737","141024.55",11,1,2,20130101,20130131
"201301021102",0,"0","0.00","0","0.00",1304710,"419071","95636.09","197653","80773.91",11,2,2,20130101,20130131
"201301021103",0,"0","0.00","0","0.00",2488093,"780333","136073.45","353005","173394.39",11,3,2,20130101,20130131
"201301021104",0,"0","0.00","0","0.00",933135,"263072","69869.89","129620","77731.27",11,4,2,20130101,20130131
"201301021105",0,"0","0.00","0","0.00",1278050,"331916","101660.47","201525","171480.84",11,5,2,20130101,20130131
"201301021106",0,"0","0.00","0","0.00",1210077,"419070","65842.68","134039","72853.11",11,6,2,20130101,20130131
"201301021107",0,"0","0.00","0","0.00",932383,"234085","98489.60","169657","77173.47",11,7,2,20130101,20130131
"201301021201",0,"0","0.00","0","0.00",2437540,"730274","184386.22","327490","194333.57",12,1,2,20130101,20130131
"201301021202",145530,"35304","14012.43","27847","7174.99",2339019,"624548","171523.56","348428","169377.38",12,2,2,20130101,20130131
"201301021203",0,"0","0.00","0","0.00",1347389,"416721","70323.09","192301","98325.91",12,3,2,20130101,20130131
"201301021204",0,"0","0.00","0","0.00",808628,"249615","37284.69","211555","67391.37",12,4,2,20130101,20130131
"201301021206",0,"0","0.00","0","0.00",2074034,"624948","148797.40","269498","156716.48",12,6,2,20130101,20130131
"201301021207",0,"0","0.00","0","0.00",1768697,"616741","117463.30","224999","98587.50",12,7,2,20130101,20130131
"201301030101",0,"0","0.00","0","0.00",497926,"63150","24915.74","47295","23194.97",1,1,3,20130101,20130131
"201301030103",0,"0","0.00","0","0.00",1223026,"184180","48032.89","85201","40824.09",1,3,3,20130101,20130131
"201301030104",0,"0","0.00","0","0.00",1990286,"251828","79177.97","192930","69291.73",1,4,3,20130101,20130131
"201301030106",0,"0","0.00","0","0.00",212359,"42356","9321.13","8865","5932.16",1,6,3,20130101,20130131
"201301030107",0,"0","0.00","0","0.00",646609,"94373","28865.93","51702","28398.72",1,7,3,20130101,20130131
"201301030201",0,"0","0.00","0","0.00",1911177,"282229","60295.71","111305","89004.64",2,1,3,20130101,20130131
"201301030203",0,"0","0.00","0","0.00",864409,"179030","25094.63","50700","29673.72",2,3,3,20130101,20130131
"201301030204",0,"0","0.00","0","0.00",1850289,"333528","41897.27","132048","43204.18",2,4,3,20130101,20130131
"201301030206",0,"0","0.00","0","0.00",1454025,"202570","58742.20","130353","68310.59",2,6,3,20130101,20130131
"201301030207",0,"0","0.00","0","0.00",943682,"131661","34385.63","85821","32544.81",2,7,3,20130101,20130131
"201301030301",0,"0","0.00","0","0.00",93338,"8115","3070.16","11514","7315.61",3,1,3,20130101,20130131
"201301030303",0,"0","0.00","0","0.00",328592,"67597","9027.79","16102","5684.45",3,3,3,20130101,20130131
"201301030304",0,"0","0.00","0","0.00",1845112,"359531","62290.20","146943","55670.51",3,4,3,20130101,20130131
"201301030306",0,"0","0.00","0","0.00",910414,"160238","17391.88","39582","31357.90",3,6,3,20130101,20130131
"201301030307",0,"0","0.00","0","0.00",802962,"135949","35362.71","49042","31695.62",3,7,3,20130101,20130131
"201301030401",0,"0","0.00","0","0.00",1612405,"235817","54073.02","142280","63413.02",4,1,3,20130101,20130131
"201301030403",0,"0","0.00","0","0.00",909861,"146189","27647.83","67791","37065.33",4,3,3,20130101,20130131
"201301030404",0,"0","0.00","0","0.00",1506969,"207739","58812.21","127853","57485.33",4,4,3,20130101,20130131
"201301030406",0,"0","0.00","0","0.00",1196172,"163526","23149.51","75134","40155.58",4,6,3,20130101,20130131
"201301030407",0,"0","0.00","0","0.00",1446637,"198369","65689.74","98858","47320.58",4,7,3,20130101,20130131
"201301030501",0,"0","0.00","0","0.00",986839,"130700","50339.63","60589","58340.31",5,1,3,20130101,20130131
"201301030503",0,"0","0.00","0","0.00",1182710,"147578","31382.57","102741","51772.79",5,3,3,20130101,20130131
"201301030504",0,"0","0.00","0","0.00",266974,"46044","13042.67","10869","11768.81",5,4,3,20130101,20130131
"201301030506",0,"0","0.00","0","0.00",730399,"83409","27292.22","73734","44964.55",5,6,3,20130101,20130131
"201301030507",0,"0","0.00","0","0.00",1058217,"206379","40061.20","71310","35089.96",5,7,3,20130101,20130131
"201301030601",0,"0","0.00","0","0.00",2538334,"436647","82338.81","210123","76043.89",6,1,3,20130101,20130131
"201301030603",0,"0","0.00","0","0.00",1551651,"205389","45977.09","144093","40558.90",6,3,3,20130101,20130131
"201301030604",0,"0","0.00","0","0.00",2103993,"317078","71174.16","132317","90402.97",6,4,3,20130101,20130131
"201301030606",0,"0","0.00","0","0.00",1703479,"256675","55947.18","179081","44025.41",6,6,3,20130101,20130131
"201301030607",0,"0","0.00","0","0.00",3456509,"529942","163728.72","253236","178317.68",6,7,3,20130101,20130131
"201301030702",0,"0","0.00","0","0.00",1050184,"148157","43863.36","94105","40799.56",7,2,3,20130101,20130131
"201301030703",0,"0","0.00","0","0.00",643804,"95227","31687.16","44040","22834.66",7,3,3,20130101,20130131
"201301030704",0,"0","0.00","0","0.00",1107873,"102344","45348.16","108139","52949.28",7,4,3,20130101,20130131
"201301030706",0,"0","0.00","0","0.00",807777,"116560","14988.84","58167","22916.01",7,6,3,20130101,20130131
"201301030707",0,"0","0.00","0","0.00",1269682,"239914","62797.36","88235","34996.67",7,7,3,20130101,20130131
"201301030802",0,"0","0.00","0","0.00",793238,"124593","36892.35","71700","40906.68",8,2,3,20130101,20130131
"201301030803",0,"0","0.00","0","0.00",1597074,"203129","65083.17","113445","72065.49",8,3,3,20130101,20130131
"201301030804",0,"0","0.00","0","0.00",2512861,"355566","88213.37","213226","89602.45",8,4,3,20130101,20130131
"201301030806",0,"0","0.00","0","0.00",1752277,"296966","49017.79","108000","62487.58",8,6,3,20130101,20130131
"201301030807",0,"0","0.00","0","0.00",488701,"61082","21816.01","35400","22606.36",8,7,3,20130101,20130131
"201301030902",0,"0","0.00","0","0.00",1971940,"264161","77290.23","176474","77363.31",9,2,3,20130101,20130131
"201301030903",0,"0","0.00","0","0.00",2166906,"368235","55387.92","146822","59076.82",9,3,3,20130101,20130131
"201301030904",0,"0","0.00","0","0.00",349399,"45590","9854.17","31025","20538.31",9,4,3,20130101,20130131
"201301030906",0,"0","0.00","0","0.00",1271698,"154191","60238.09","129554","42875.98",9,6,3,20130101,20130131
"201301030907",0,"0","0.00","0","0.00",784308,"114439","32494.45","60034","33519.38",9,7,3,20130101,20130131
"201301031002",0,"0","0.00","0","0.00",206989,"29132","15943.84","12084","12486.53",10,2,3,20130101,20130131
"201301031003",0,"0","0.00","0","0.00",890382,"109072","24513.52","98351","35809.61",10,3,3,20130101,20130131
"201301031004",0,"0","0.00","0","0.00",287645,"37227","11548.58","16977","16544.20",10,4,3,20130101,20130131
"201304060304",612664,"108315","23099.91","33181","19464.29",1656314,"265893","55778.75","130899","66053.74",3,4,6,20130401,20130430
"201304060305",0,"0","0.00","0","0.00",324848,"48990","11823.65","26247","12170.60",3,5,6,20130401,20130430
"201304060306",498348,"95812","13640.43","16561","21445.40",1109203,"225698","29941.92","60290","39327.74",3,6,6,20130401,20130430
"201304060307",598080,"99814","18856.39","14227","15818.40",822189,"125711","33811.26","45792","22645.51",3,7,6,20130401,20130430
"201304060401",767584,"147579","36501.53","55358","36013.33",1964882,"368435","75192.15","132199","79033.43",4,1,6,20130401,20130430
"201304060402",85000,"14208","2336.51","5585","7466.66",1025888,"135938","47803.03","96797","34070.51",4,2,6,20130401,20130430
"201304060403",97728,"12105","9992.74","5632","3962.26",924160,"129872","49417.22","69572","48689.14",4,3,6,20130401,20130430
"201304060404",113000,"10064","3570.87","14443","2833.19",776668,"100840","33234.11","69624","33510.48",4,4,6,20130401,20130430
"201304060405",672322,"94692","29188.00","49213","31593.41",1462813,"187464","67761.30","96279","97416.11",4,5,6,20130401,20130430
"201304060406",386458,"52674","17921.01","33029","16611.13",1257969,"228282","51049.41","89400","52992.26",4,6,6,20130401,20130430
"201304060407",342564,"40579","8848.61","33198","19832.77",1326318,"175326","44378.05","117459","64338.01",4,7,6,20130401,20130430
"201304060501",326784,"43058","6625.96","21314","17271.21",1092317,"123821","38523.96","80519","56833.76",5,1,6,20130401,20130430
"201304060502",0,"0","0.00","0","0.00",510029,"66706","16653.28","42346","6748.23",5,2,6,20130401,20130430
"201304060503",159424,"26966","6754.32","9776","8172.73",424593,"60398","14358.53","33506","12102.25",5,3,6,20130401,20130430
"201304060504",773288,"113209","30297.03","74351","31507.52",1528438,"225060","70988.18","106814","55908.13",5,4,6,20130401,20130430
"201304060506",0,"0","0.00","0","0.00",665877,"117318","18716.67","45703","20318.46",5,6,6,20130401,20130430
"201304060507",465795,"99650","9267.85","33480","9003.67",1994100,"329903","70887.52","110209","87105.23",5,7,6,20130401,20130430
"201304060601",0,"0","0.00","0","0.00",1625663,"203743","61266.01","155210","63677.02",6,1,6,20130401,20130430
"201304060603",309560,"20448","37734.23","14442","12767.22",1901972,"342566","79353.44","110164","72981.52",6,3,6,20130401,20130430
"201304060604",0,"0","0.00","0","0.00",1303442,"221682","62439.26","73817","59580.32",6,4,6,20130401,20130430
"201304060605",0,"0","0.00","0","0.00",1826543,"270393","70177.25","172499","84473.29",6,5,6,20130401,20130430
"201304060606",363426,"58181","9082.00","28910","10915.80",2013212,"331069","53837.86","182229","61988.64",6,6,6,20130401,20130430
"201304060701",559584,"69529","31702.88","62459","26741.74",2269672,"349277","96087.22","170907","115257.72",7,1,6,20130401,20130430
"201304060702",371588,"38162","7215.50","64317","16523.58",2782087,"361168","89938.83","235659","108960.09",7,2,6,20130401,20130430
"201304060704",494808,"76140","9790.09","30895","16557.26",1130445,"147768","35371.30","93648","38694.72",7,4,6,20130401,20130430
"201304060705",0,"0","0.00","0","0.00",560159,"67544","16680.57","49435","26295.19",7,5,6,20130401,20130430
"201304060706",0,"0","0.00","0","0.00",864727,"119734","34795.68","57107","49457.85",7,6,6,20130401,20130430
"201304060801",128586,"25632","6698.20","5962","8586.91",445041,"52955","19872.93","46660","27398.65",8,1,6,20130401,20130430
"201304060802",197160,"23416","11477.55","26510","7005.23",1152187,"159991","61794.75","94925","44709.35",8,2,6,20130401,20130430
"201304060803",0,"0","0.00","0","0.00",1415039,"209378","52456.13","89159","58299.10",8,3,6,20130401,20130430
"201304060804",88779,"16258","2364.27","5356","1735.96",1567373,"233132","58312.50","90657","52891.72",8,4,6,20130401,20130430
"201304060806",0,"0","0.00","0","0.00",1305457,"229160","44427.33","80190","49840.05",8,6,6,20130401,20130430
"201304060807",0,"0","0.00","0","0.00",323064,"56609","7951.53","23103","7652.69",8,7,6,20130401,20130430
"201304060902",0,"0","0.00","0","0.00",2077290,"216431","96476.88","167107","74043.30",9,2,6,20130401,20130430
"201304060903",231800,"25953","8940.02","16280","27157.29",1253998,"196721","44271.72","109156","47443.80",9,3,6,20130401,20130430
"201304060904",0,"0","0.00","0","0.00",888637,"100315","29245.25","87279","38380.31",9,4,6,20130401,20130430
"201304060906",0,"0","0.00","0","0.00",1472837,"292611","50132.11","87797","57832.79",9,6,6,20130401,20130430
"201304060907",0,"0","0.00","0","0.00",709959,"102952","27308.47","60015","25079.64",9,7,6,20130401,20130430
"201304061002",633465,"62550","25828.79","62600","29289.73",1450064,"152316","61126.53","109100","79926.94",10,2,6,20130401,20130430
"201304061003",0,"0","0.00","0","0.00",1041293,"144897","28259.30","94543","53311.61",10,3,6,20130401,20130430
"201304061004",0,"0","0.00","0","0.00",661281,"131570","20218.29","39658","12222.89",10,4,6,20130401,20130430
"201304061005",237912,"29149","5926.01","23180","19695.27",964169,"127300","24562.80","108536","52463.54",10,5,6,20130401,20130430
"201304061007",215380,"32331","9981.48","7562","2960.39",723538,"122561","21983.97","43163","19437.25",10,7,6,20130401,20130430
"201304061101",212576,"17841","18263.72","18984","8636.88",210667,"17886","17702.67","18890","8716.10",11,1,6,20130401,20130430
"201304061102",420360,"78032","6866.48","36098","11589.58",898216,"165353","14154.90","66906","26142.09",11,2,6,20130401,20130430
"201304061104",646760,"105990","19961.13","47117","25945.60",1599554,"269195","65219.24","119002","60108.02",11,4,6,20130401,20130430
"201304061105",119064,"12955","4743.80","19016","4581.62",878571,"132542","25681.61","58511","40928.94",11,5,6,20130401,20130430
"201304061106",398934,"54620","6987.37","28428","11148.26",1376315,"226850","43542.28","76434","56447.67",11,6,6,20130401,20130430
"201304061201",0,"0","0.00","0","0.00",941423,"141625","23571.40","49128","33863.78",12,1,6,20130401,20130430
"201304061202",437801,"39049","16548.75","48027","22973.79",992428,"135234","31810.31","77393","35124.41",12,2,6,20130401,20130430
"201304061203",290415,"38005","17638.25","23562","18747.58",1240843,"169610","36922.85","97673","70427.03",12,3,6,20130401,20130430
"201304061205",454278,"55526","23341.16","22323","23142.60",1382190,"177816","53956.38","85561","75491.06",12,5,6,20130401,20130430
"201304061206",0,"0","0.00","0","0.00",1224451,"169048","56167.52","105248","48364.50",12,6,6,20130401,20130430
"201304061207",83660,"9882","3644.01","12643","3658.59",81233,"9640","3505.90","12245","3537.12",12,7,6,20130401,20130430
"201305010101",0,"0","0.00","0","0.00",477620,"171102","42381.41","87456","30026.31",1,1,1,20130501,20130531
"201305010102",0,"0","0.00","0","0.00",297632,"155915","22686.66","21324","22602.92",1,2,1,20130501,20130531
"201305010103",0,"0","0.00","0","0.00",1384271,"384070","111829.41","223379","103800.74",1,3,1,20130501,20130531
"201305010104",631390,"267443","32444.55","49383","38554.42",839773,"320052","42607.49","116821","52268.80",1,4,1,20130501,20130531
"201305010105",0,"0","0.00","0","0.00",1204379,"313662","105721.06","164559","95711.30",1,5,1,20130501,20130531
"201305010106",0,"0","0.00","0","0.00",344538,"114222","16425.11","53315","18522.31",1,6,1,20130501,20130531
"201305010107",0,"0","0.00","0","0.00",741936,"153062","76248.54","112898","41576.24",1,7,1,20130501,20130531
"201305010201",0,"0","0.00","0","0.00",1707919,"507328","110877.04","261989","151193.53",2,1,1,20130501,20130531
"201305010202",359310,"54301","54735.25","49162","49083.24",1821687,"477300","122003.42","329191","136932.96",2,2,1,20130501,20130531
"201305010203",148556,"47392","7567.72","26979","23234.12",349591,"91892","26793.49","80486","39899.45",2,3,1,20130501,20130531
"201305010204",185952,"68816","6520.91","18360","4593.73",1297217,"401112","72241.72","215263","63736.13",2,4,1,20130501,20130531
"201305010205",0,"0","0.00","0","0.00",772903,"237874","55594.86","99548","56808.38",2,5,1,20130501,20130531
"201305010206",1498097,"480663","104966.93","255292","77994.25",1932680,"586854","138296.30","330382","113387.02",2,6,1,20130501,20130531
"201305010207",496320,"165969","25182.60","113295","24663.89",904634,"328235","52690.40","152582","42774.09",2,7,1,20130501,20130531
"201305010301",0,"0","0.00","0","0.00",311345,"98657","26192.17","41693","42160.07",3,1,1,20130501,20130531
"201305010302",0,"0","0.00","0","0.00",607403,"235709","33790.53","72057","44627.43",3,2,1,20130501,20130531
"201305010303",0,"0","0.00","0","0.00",600712,"212433","37080.35","52237","35967.25",3,3,1,20130501,20130531
"201305010304",0,"0","0.00","0","0.00",1851777,"531771","109950.72","291055","128955.92",3,4,1,20130501,20130531
"201305010305",0,"0","0.00","0","0.00",336859,"120643","23061.75","23326","35756.84",3,5,1,20130501,20130531
"201305010306",0,"0","0.00","0","0.00",643633,"225948","39261.76","65700","24880.18",3,6,1,20130501,20130531
"201305010307",0,"0","0.00","0","0.00",833086,"274265","83555.74","96229","58258.34",3,7,1,20130501,20130531
"201305010401",806297,"254330","41353.57","142152","60823.94",1778091,"562738","96083.44","310539","128337.45",4,1,1,20130501,20130531
"201305010402",137769,"70906","6061.38","6600","13746.36",820618,"321528","38384.28","89973","40448.77",4,2,1,20130501,20130531
"201305010403",754091,"142103","72721.98","121403","88563.34",2181844,"594534","180838.45","366760","227423.96",4,3,1,20130501,20130531
"201305010404",878088,"171921","76034.51","129541","132959.36",2162481,"571448","147327.25","317033","243791.18",4,4,1,20130501,20130531
"201305010405",287622,"100434","15206.76","40945","16664.40",1243705,"346728","87148.91","215344","96803.03",4,5,1,20130501,20130531
"201305010406",947591,"178584","76283.97","201945","94017.66",1851251,"457061","139883.08","396208","151332.83",4,6,1,20130501,20130531
"201305010407",205484,"85006","23958.59","15846","18436.96",1955594,"656387","172273.98","295310","116298.23",4,7,1,20130501,20130531
"201305010501",487764,"140643","53522.90","57630","25681.74",1849007,"476162","185430.27","267011","151325.26",5,1,1,20130501,20130531
"201305010502",958613,"294385","56030.76","146898","84510.68",1395002,"442285","84155.91","191100","116549.31",5,2,1,20130501,20130531
"201305010503",1095168,"313138","107635.93","158678","80464.03",2291094,"816846","178457.56","305292","151294.63",5,3,1,20130501,20130531
"201309011206",919503,"271401","75119.80","148462","91304.70",3179158,"1009591","182415.52","463702","229804.79",12,6,1,20130902,20130930
"201301011206",0,"0","0.00","0","0.00",3179158,"1009591","182415.52","463702","229804.79",12,6,1,20130101,20130131
"201312011206",3167439,"1012730","181219.47","457932","227147.17",3179158,"1009591","182415.52","463702","229804.79",12,6,1,20131202,20131231
"201312011207",568639,"155307","35654.10","116946","35107.32",570742,"156953","35807.41","116946","35475.95",12,7,1,20131202,20131231
"201310020101",681300,"186860","55418.63","90195","66665.49",836949,"260857","56256.37","107123","73447.96",1,1,2,20131001,20131031
"201312020101",913800,"287890","61704.91","118211","80490.91",836949,"260857","56256.37","107123","73447.96",1,1,2,20131202,20131231
"201305020102",214437,"61602","17384.61","30542","29103.00",839287,"199537","78962.88","172300","70914.71",1,2,2,20130501,20130531
"201312020102",916353,"219344","85717.41","187161","77265.97",839287,"199537","78962.88","172300","70914.71",1,2,2,20131202,20131231
"201303020103",340442,"63470","32392.17","42942","46462.22",499709,"94479","41587.91","108852","51289.70",1,3,2,20130301,20130329
"201301020103",0,"0","0.00","0","0.00",499709,"94479","41587.91","108852","51289.70",1,3,2,20130101,20130131
"201312020103",545594,"102550","45091.52","118086","56405.70",499709,"94479","41587.91","108852","51289.70",1,3,2,20131202,20131231
"201309020104",1216970,"417750","113640.99","144299","65203.20",1114622,"380946","103754.22","131428","59628.33",1,4,2,20130902,20130930
"201304020104",358604,"95257","22234.72","58111","14624.85",1114622,"380946","103754.22","131428","59628.33",1,4,2,20130401,20130430
"201312020104",1216970,"417750","113640.99","144299","65203.20",1114622,"380946","103754.22","131428","59628.33",1,4,2,20131202,20131231
"201310020105",368429,"91480","36008.41","53435","28528.19",759846,"203512","63854.88","156834","51049.95",1,5,2,20131001,20131031
"201312020105",829617,"220251","69490.57","171835","56111.18",759846,"203512","63854.88","156834","51049.95",1,5,2,20131202,20131231
"201307020106",927834,"397212","47807.67","123082","47061.09",1251984,"477747","86136.89","161724","68333.70",1,6,2,20130701,20130731
"201301020106",0,"0","0.00","0","0.00",1251984,"477747","86136.89","161724","68333.70",1,6,2,20130101,20130131
"201312020106",1366944,"526501","93262.12","176960","74486.27",1251984,"477747","86136.89","161724","68333.70",1,6,2,20131202,20131231
"201305020107",232749,"84976","7610.66","36192","12254.45",819141,"233358","65000.42","113587","106388.75",1,7,2,20130501,20130531
"201303020107",232749,"84976","7610.66","36192","12254.45",819141,"233358","65000.42","113587","106388.75",1,7,2,20130301,20130329
"201312020107",894357,"256100","71225.53","122956","117271.55",819141,"233358","65000.42","113587","106388.75",1,7,2,20131202,20131231
"201312020201",1585982,"448750","166971.64","254129","131673.32",1627058,"459700","170594.92","259237","135636.69",2,1,2,20131202,20131231
"201309020202",540939,"193774","40954.28","48086","34270.65",755784,"273043","52522.91","74595","47731.30",2,2,2,20130902,20130930
"201304020202",418035,"154194","35487.95","38390","25839.02",755784,"273043","52522.91","74595","47731.30",2,2,2,20130401,20130430
"201312020202",736704,"268743","50736.97","72911","46928.82",755784,"273043","52522.91","74595","47731.30",2,2,2,20131202,20131231
"201310020203",280722,"120659","20863.03","18366","11202.32",710421,"270977","49075.35","93827","41114.90",2,3,2,20131001,20131031
"201307020203",280722,"120659","20863.03","18366","11202.32",710421,"270977","49075.35","93827","41114.90",2,3,2,20130701,20130731
"201301020203",0,"0","0.00","0","0.00",710421,"270977","49075.35","93827","41114.90",2,3,2,20130101,20130131
"201312020203",692486,"266029","47757.25","91700","39991.15",710421,"270977","49075.35","93827","41114.90",2,3,2,20131202,20131231
"201305020204",1069373,"299315","105490.00","135423","101337.21",1212117,"347764","113532.76","157020","111000.90",2,4,2,20130501,20130531
"201312020204",1181516,"337733","111755.84","152847","108813.74",1212117,"347764","113532.76","157020","111000.90",2,4,2,20131202,20131231
"201311020205",1497821,"461923","122391.72","243943","103715.84",1536614,"477767","125916.60","248407","106101.30",2,5,2,20131101,20131129
"201303020205",332381,"109598","42191.11","35564","12375.92",1536614,"477767","125916.60","248407","106101.30",2,5,2,20130301,20130329
"201312020205",1497821,"461923","122391.72","243943","103715.84",1536614,"477767","125916.60","248407","106101.30",2,5,2,20131202,20131231
"201304020206",0,"0","0.00","0","0.00",428176,"154087","16721.71","79768","14965.44",2,6,2,20130401,20130430
"201301020206",0,"0","0.00","0","0.00",428176,"154087","16721.71","79768","14965.44",2,6,2,20130101,20130131
"201312020206",417367,"149905","16164.05","78150","14699.38",428176,"154087","16721.71","79768","14965.44",2,6,2,20131202,20131231
"201310020207",2314359,"908854","146977.51","305303","146727.49",3487480,"1269444","231157.89","511414","227968.14",2,7,2,20131001,20131031
"201312020207",3399435,"1240297","225365.98","498940","223148.14",3487480,"1269444","231157.89","511414","227968.14",2,7,2,20131202,20131231
"201307020301",1155071,"306030","92991.30","135646","105220.98",2084093,"629564","147701.66","312828","161021.48",3,1,2,20130701,20130731
"201312020301",2275460,"689933","159660.21","338852","176191.58",2084093,"629564","147701.66","312828","161021.48",3,1,2,20131202,20131231
"201305020302",412112,"119874","24800.30","82035","28873.70",1680009,"627508","98804.85","243063","95163.53",3,2,2,20130501,20130531
"201303020302",0,"0","0.00","0","0.00",1680009,"627508","98804.85","243063","95163.53",3,2,2,20130301,20130329
"201312020302",1834272,"680890","107677.47","262913","103641.40",1680009,"627508","98804.85","243063","95163.53",3,2,2,20131202,20131231
"201311020303",446289,"94300","31329.55","95450","40224.58",793985,"217416","65750.50","148937","56738.83",3,3,2,20131101,20131129
"201304020303",58824,"10457","7871.51","12875","8976.28",793985,"217416","65750.50","148937","56738.83",3,3,2,20130401,20130430
"201301020303",0,"0","0.00","0","0.00",793985,"217416","65750.50","148937","56738.83",3,3,2,20130101,20130131
"201312020303",866891,"238473","71374.84","161870","62384.64",793985,"217416","65750.50","148937","56738.83",3,3,2,20131202,20131231
"201312020304",1050844,"308899","61490.75","146988","96457.95",962468,"283168","55882.79","134391","89262.19",3,4,2,20131202,20131231
"201310020305",480999,"124854","33622.81","83564","31205.22",440546,"113467","31101.10","77280","28721.28",3,5,2,20131001,20131031
"201307020305",384076,"111290","22552.42","55565","26822.77",440546,"113467","31101.10","77280","28721.28",3,5,2,20130701,20130731
"201312020305",480999,"124854","33622.81","83564","31205.22",440546,"113467","31101.10","77280","28721.28",3,5,2,20131202,20131231
"201305020306",129688,"18917","18470.16","20882","17587.40",1465871,"341510","91633.81","218551","103125.18",3,6,2,20130501,20130531
"201303020306",0,"0","0.00","0","0.00",1465871,"341510","91633.81","218551","103125.18",3,6,2,20130301,20130329
"201301020306",0,"0","0.00","0","0.00",1465871,"341510","91633.81","218551","103125.18",3,6,2,20130101,20130131
"201312020306",1600471,"375038","100862.75","237711","111813.05",1465871,"341510","91633.81","218551","103125.18",3,6,2,20131202,20131231
"201311020307",1780504,"631468","122584.09","201646","105436.48",1752118,"607505","120026.71","213163","99354.18",3,7,2,20131101,20131129
"201304020307",361251,"179562","8942.59","39917","13109.15",1752118,"607505","120026.71","213163","99354.18",3,7,2,20130401,20130430
"201312020307",1913002,"656620","132042.58","234296","109276.48",1752118,"607505","120026.71","213163","99354.18",3,7,2,20131202,20131231
"201312020401",358026,"114833","19813.06","36024","25895.70",341771,"108529","18802.59","34338","24590.56",4,1,2,20131202,20131231
"201310020402",1118621,"275566","110186.85","186955","58059.34",1226136,"323933","107857.11","202185","64376.36",4,2,2,20131001,20131031
"201307020402",1015121,"243481","104686.77","163932","52919.04",1226136,"323933","107857.11","202185","64376.36",4,2,2,20130701,20130731
"201303020402",0,"0","0.00","0","0.00",1226136,"323933","107857.11","202185","64376.36",4,2,2,20130301,20130329
"201301020402",0,"0","0.00","0","0.00",1226136,"323933","107857.11","202185","64376.36",4,2,2,20130101,20130131
"201312020402",1284451,"341846","113140.78","211978","67254.87",1226136,"323933","107857.11","202185","64376.36",4,2,2,20131202,20131231
"201312020403",285670,"90529","30765.52","43104","11015.00",272700,"86347","29522.59","41194","10577.70",4,3,2,20131202,20131231
"201305020404",143055,"36229","29449.79","19847","21461.38",1185330,"390419","70673.68","158541","91214.61",4,4,2,20130501,20130531
"201409021105",1068102,"265059","78694.64","194608","60341.38",1283644,"336868","91413.71","206235","98855.54",11,5,2,20140901,20140930
"201409021106",880910,"280929","43140.36","167879","68984.74",1919684,"628535","131406.67","281416","129834.12",11,6,2,20140901,20140930
"201409021107",597041,"155980","58973.48","114119","50731.67",1616834,"515359","135491.25","219872","106645.08",11,7,2,20140901,20140930
"201409021201",1034148,"239939","98701.71","213660","71299.20",1339609,"309001","133325.90","255883","93982.64",12,1,2,20140901,20140930
"201409021202",284292,"101476","14647.42","22851","20630.20",762616,"250915","35442.07","66225","67071.77",12,2,2,20140901,20140930
"201409021203",391915,"127597","22347.50","49662","26109.97",1554135,"517273","108942.25","198677","100487.48",12,3,2,20140901,20140930
"201409021204",490906,"194129","21696.61","90606","15837.87",1703453,"612419","114578.44","199687","102717.86",12,4,2,20140901,20140930
"201409021205",627167,"210581","25942.89","131910","49012.93",1101045,"339058","55208.20","202379","77135.90",12,5,2,20140901,20140930
"201409021206",2907949,"951826","191676.63","406517","233896.99",3963875,"1286574","276804.02","573152","320423.95",12,6,2,20140901,20140930
"201409021207",121792,"32889","28502.37","18081","8136.61",1011436,"222067","100408.51","168376","100752.37",12,7,2,20140901,20140930
"201409030101",1293602,"262947","25635.15","94869","29901.68",1210164,"243883","23776.60","89215","27871.36",1,1,3,20140901,20140930
"201409030102",526604,"88296","13641.96","33426","10936.33",553802,"94523","13317.94","35121","12493.33",1,2,3,20140901,20140930
"201409030103",1447876,"233097","39658.90","110839","59834.17",2019088,"318458","58937.29","179865","84340.45",1,3,3,20140901,20140930
"201409030104",2487746,"280423","88048.14","166960","103825.83",2754155,"344677","90830.67","168834","117342.96",1,4,3,20140901,20140930
"201409030105",1182171,"170618","35762.24","106500","44077.74",1518001,"240107","52158.45","130385","56591.16",1,5,3,20140901,20140930
"201409030106",911261,"141587","49638.40","67870","40728.88",1431329,"210264","67236.37","100379","59846.84",1,6,3,20140901,20140930
"201409030107",1019252,"109801","37065.49","102377","39214.88",1164676,"123170","40581.96","122198","47910.29",1,7,3,20140901,20140930
"201409030201",797358,"115205","44158.54","41922","23135.29",2332591,"313653","127380.68","114353","88941.28",2,1,3,20140901,20140930
"201409030202",1391757,"256345","29038.81","85925","37596.73",2076517,"335997","53195.91","145848","66877.96",2,2,3,20140901,20140930
"201409030203",468864,"59189","26967.45","48027","13662.27",480960,"61059","27509.50","49564","14048.91",2,3,3,20140901,20140930
"201409030204",1213272,"212923","38575.66","67792","25878.84",2066166,"278213","71145.90","156563","64920.08",2,4,3,20140901,20140930
